t,p_x,p_y,p_z,v_x,v_y,v_z,p_x_nf,p_y_nf,p_z_nf,v_x_nf,v_y_nf,v_z_nf,p_targ_x,p_targ_y,p_targ_z,v_targ_x,v_targ_y,v_targ_z
18.529,-0.02536,0.00073,0.05377,-0.00063,-0.00005,-0.00081,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
18.533,-0.02536,0.00073,0.05377,-0.00063,-0.00005,-0.00081,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
18.537,-0.02536,0.00073,0.05377,-0.00063,-0.00005,-0.00081,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
18.541,-0.02536,0.00073,0.05377,-0.00063,-0.00005,-0.00081,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
18.545,-0.02537,0.00073,0.05376,-0.00038,-0.00009,-0.00063,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
18.549,-0.02537,0.00073,0.05376,-0.00038,-0.00009,-0.00063,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
18.553,-0.02537,0.00073,0.05376,-0.00038,-0.00009,-0.00063,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
18.557,-0.02537,0.00073,0.05376,-0.00038,-0.00009,-0.00063,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
18.561,-0.02538,0.00073,0.05375,-0.00083,0.00021,-0.00066,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
18.565,-0.02538,0.00073,0.05375,-0.00083,0.00021,-0.00066,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
18.569,-0.02538,0.00073,0.05375,-0.00083,0.00021,-0.00066,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
18.573,-0.02538,0.00073,0.05375,-0.00083,0.00021,-0.00066,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
18.579,-0.02539,0.00073,0.05374,-0.00075,0.00020,-0.00062,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
18.581,-0.02539,0.00073,0.05374,-0.00075,0.00020,-0.00062,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
18.585,-0.02539,0.00073,0.05374,-0.00075,0.00020,-0.00062,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
18.589,-0.02539,0.00073,0.05374,-0.00075,0.00020,-0.00062,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
18.593,-0.02540,0.00073,0.05373,-0.00073,0.00005,-0.00028,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
18.597,-0.02540,0.00073,0.05373,-0.00073,0.00005,-0.00028,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
18.601,-0.02540,0.00073,0.05373,-0.00073,0.00005,-0.00028,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
18.605,-0.02540,0.00073,0.05373,-0.00073,0.00005,-0.00028,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
18.609,-0.02541,0.00074,0.05373,-0.00045,0.00029,-0.00037,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
18.613,-0.02541,0.00074,0.05373,-0.00045,0.00029,-0.00037,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
18.617,-0.02541,0.00074,0.05373,-0.00045,0.00029,-0.00037,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
18.621,-0.02541,0.00074,0.05373,-0.00045,0.00029,-0.00037,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
18.625,-0.02542,0.00074,0.05372,-0.00043,-0.00009,-0.00073,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
18.629,-0.02542,0.00074,0.05372,-0.00043,-0.00009,-0.00073,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
18.633,-0.02542,0.00074,0.05372,-0.00043,-0.00009,-0.00073,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
18.637,-0.02542,0.00074,0.05372,-0.00043,-0.00009,-0.00073,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
18.641,-0.02543,0.00074,0.05371,-0.00060,0.00019,-0.00059,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
18.645,-0.02543,0.00074,0.05371,-0.00060,0.00019,-0.00059,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
18.649,-0.02543,0.00074,0.05371,-0.00060,0.00019,-0.00059,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
18.653,-0.02543,0.00074,0.05371,-0.00060,0.00019,-0.00059,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
18.657,-0.02545,0.00074,0.05370,-0.00060,0.00037,-0.00048,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
18.661,-0.02545,0.00074,0.05370,-0.00060,0.00037,-0.00048,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
18.665,-0.02545,0.00074,0.05370,-0.00060,0.00037,-0.00048,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
18.669,-0.02545,0.00074,0.05370,-0.00060,0.00037,-0.00048,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
18.673,-0.02545,0.00074,0.05369,-0.00042,-0.00004,-0.00009,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
18.677,-0.02545,0.00074,0.05369,-0.00042,-0.00004,-0.00009,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
18.681,-0.02545,0.00074,0.05369,-0.00042,-0.00004,-0.00009,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
18.685,-0.02545,0.00074,0.05369,-0.00042,-0.00004,-0.00009,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
18.689,-0.02546,0.00074,0.05369,-0.00066,0.00002,-0.00020,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
18.693,-0.02546,0.00074,0.05369,-0.00066,0.00002,-0.00020,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
18.697,-0.02546,0.00074,0.05369,-0.00066,0.00002,-0.00020,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
18.701,-0.02546,0.00074,0.05369,-0.00066,0.00002,-0.00020,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
18.705,-0.02547,0.00074,0.05369,-0.00038,-0.00023,-0.00017,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
18.709,-0.02547,0.00074,0.05369,-0.00038,-0.00023,-0.00017,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
18.713,-0.02547,0.00074,0.05369,-0.00038,-0.00023,-0.00017,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
18.717,-0.02547,0.00074,0.05369,-0.00038,-0.00023,-0.00017,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
18.721,-0.02547,0.00074,0.05369,-0.00038,-0.00023,-0.00017,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
18.725,-0.02547,0.00074,0.05369,-0.00040,-0.00034,0.00012,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
18.729,-0.02547,0.00074,0.05369,-0.00040,-0.00034,0.00012,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
18.733,-0.02547,0.00074,0.05369,-0.00040,-0.00034,0.00012,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
18.737,-0.02548,0.00074,0.05369,-0.00047,0.00026,-0.00025,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
18.741,-0.02548,0.00074,0.05369,-0.00047,0.00026,-0.00025,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
18.745,-0.02548,0.00074,0.05369,-0.00047,0.00026,-0.00025,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
18.749,-0.02548,0.00074,0.05369,-0.00047,0.00026,-0.00025,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
18.753,-0.02549,0.00074,0.05368,-0.00058,-0.00009,-0.00016,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
18.757,-0.02549,0.00074,0.05368,-0.00058,-0.00009,-0.00016,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
18.761,-0.02549,0.00074,0.05368,-0.00058,-0.00009,-0.00016,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
18.765,-0.02549,0.00074,0.05368,-0.00058,-0.00009,-0.00016,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
18.769,-0.02550,0.00074,0.05368,-0.00053,0.00018,-0.00017,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
18.773,-0.02550,0.00074,0.05368,-0.00053,0.00018,-0.00017,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
18.777,-0.02550,0.00074,0.05368,-0.00053,0.00018,-0.00017,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
18.781,-0.02550,0.00074,0.05368,-0.00053,0.00018,-0.00017,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
18.785,-0.02550,0.00074,0.05368,-0.00053,0.00018,-0.00017,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
18.789,-0.02550,0.00074,0.05368,-0.00029,-0.00036,-0.00014,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
18.793,-0.02550,0.00074,0.05368,-0.00029,-0.00036,-0.00014,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
18.797,-0.02550,0.00074,0.05368,-0.00029,-0.00036,-0.00014,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
18.801,-0.02551,0.00074,0.05367,-0.00039,0.00020,-0.00053,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
18.805,-0.02551,0.00074,0.05367,-0.00039,0.00020,-0.00053,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
18.809,-0.02551,0.00074,0.05367,-0.00039,0.00020,-0.00053,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
18.813,-0.02551,0.00074,0.05367,-0.00039,0.00020,-0.00053,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
18.817,-0.02552,0.00074,0.05367,-0.00057,0.00020,-0.00048,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
18.821,-0.02552,0.00074,0.05367,-0.00057,0.00020,-0.00048,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
18.825,-0.02552,0.00074,0.05367,-0.00057,0.00020,-0.00048,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
18.829,-0.02552,0.00074,0.05367,-0.00057,0.00020,-0.00048,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
18.833,-0.02552,0.00074,0.05366,-0.00053,0.00006,-0.00045,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
18.837,-0.02552,0.00074,0.05366,-0.00053,0.00006,-0.00045,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
18.841,-0.02552,0.00074,0.05366,-0.00053,0.00006,-0.00045,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
18.845,-0.02552,0.00074,0.05366,-0.00053,0.00006,-0.00045,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
18.849,-0.02552,0.00074,0.05366,-0.00053,0.00006,-0.00045,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
18.853,-0.02553,0.00074,0.05365,-0.00062,0.00000,-0.00044,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
18.857,-0.02553,0.00074,0.05365,-0.00062,0.00000,-0.00044,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
18.861,-0.02553,0.00074,0.05365,-0.00062,0.00000,-0.00044,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
18.865,-0.02554,0.00074,0.05365,-0.00035,-0.00011,-0.00021,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
18.869,-0.02554,0.00074,0.05365,-0.00035,-0.00011,-0.00021,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
18.873,-0.02554,0.00074,0.05365,-0.00035,-0.00011,-0.00021,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
18.877,-0.02554,0.00074,0.05365,-0.00035,-0.00011,-0.00021,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
18.881,-0.02555,0.00074,0.05364,-0.00036,-0.00030,-0.00032,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
18.885,-0.02555,0.00074,0.05364,-0.00036,-0.00030,-0.00032,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
18.889,-0.02555,0.00074,0.05364,-0.00036,-0.00030,-0.00032,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
18.893,-0.02555,0.00074,0.05364,-0.00036,-0.00030,-0.00032,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
18.898,-0.02555,0.00074,0.05364,-0.00036,-0.00030,-0.00032,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
18.901,-0.02556,0.00074,0.05363,-0.00060,0.00008,-0.00032,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
18.905,-0.02556,0.00074,0.05363,-0.00060,0.00008,-0.00032,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
18.909,-0.02556,0.00074,0.05363,-0.00060,0.00008,-0.00032,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
18.913,-0.02556,0.00074,0.05363,-0.00060,0.00008,-0.00032,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
18.917,-0.02557,0.00074,0.05363,-0.00046,0.00003,-0.00037,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
18.921,-0.02557,0.00074,0.05363,-0.00046,0.00003,-0.00037,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
18.925,-0.02557,0.00074,0.05363,-0.00046,0.00003,-0.00037,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
18.929,-0.02557,0.00074,0.05362,-0.00056,0.00018,-0.00017,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
18.933,-0.02557,0.00074,0.05362,-0.00056,0.00018,-0.00017,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
18.937,-0.02557,0.00074,0.05362,-0.00056,0.00018,-0.00017,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
18.941,-0.02557,0.00074,0.05362,-0.00056,0.00018,-0.00017,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
18.945,-0.02558,0.00075,0.05362,-0.00055,0.00019,-0.00037,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
18.949,-0.02558,0.00075,0.05362,-0.00055,0.00019,-0.00037,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
18.953,-0.02558,0.00075,0.05362,-0.00055,0.00019,-0.00037,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
18.957,-0.02558,0.00075,0.05362,-0.00055,0.00019,-0.00037,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
18.961,-0.02559,0.00075,0.05361,-0.00047,0.00016,-0.00027,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
18.965,-0.02559,0.00075,0.05361,-0.00047,0.00016,-0.00027,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
18.969,-0.02559,0.00075,0.05361,-0.00047,0.00016,-0.00027,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
18.973,-0.02559,0.00075,0.05361,-0.00047,0.00016,-0.00027,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
18.979,-0.02559,0.00075,0.05361,-0.00032,0.00023,-0.00038,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
18.981,-0.02559,0.00075,0.05361,-0.00032,0.00023,-0.00038,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
18.985,-0.02559,0.00075,0.05361,-0.00032,0.00023,-0.00038,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
18.989,-0.02559,0.00075,0.05361,-0.00032,0.00023,-0.00038,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
18.993,-0.02559,0.00075,0.05361,-0.00032,0.00023,-0.00038,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
18.997,-0.02560,0.00075,0.05360,-0.00028,0.00000,-0.00019,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
19.001,-0.02560,0.00075,0.05360,-0.00028,0.00000,-0.00019,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
19.005,-0.02560,0.00075,0.05360,-0.00028,0.00000,-0.00019,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
19.009,-0.02561,0.00075,0.05360,-0.00057,-0.00000,-0.00034,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
19.013,-0.02561,0.00075,0.05360,-0.00057,-0.00000,-0.00034,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
19.017,-0.02561,0.00075,0.05360,-0.00057,-0.00000,-0.00034,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
19.021,-0.02561,0.00075,0.05360,-0.00057,-0.00000,-0.00034,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
19.025,-0.02562,0.00076,0.05359,-0.00059,0.00022,-0.00045,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
19.029,-0.02562,0.00076,0.05359,-0.00059,0.00022,-0.00045,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
19.033,-0.02562,0.00076,0.05359,-0.00059,0.00022,-0.00045,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
19.037,-0.02562,0.00076,0.05359,-0.00059,0.00022,-0.00045,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
19.041,-0.02562,0.00076,0.05359,-0.00026,0.00016,-0.00019,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
19.045,-0.02562,0.00076,0.05359,-0.00026,0.00016,-0.00019,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
19.049,-0.02562,0.00076,0.05359,-0.00026,0.00016,-0.00019,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
19.053,-0.02562,0.00076,0.05359,-0.00026,0.00016,-0.00019,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
19.057,-0.02562,0.00076,0.05359,-0.00034,0.00015,-0.00011,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
19.061,-0.02562,0.00076,0.05359,-0.00034,0.00015,-0.00011,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
19.065,-0.02562,0.00076,0.05359,-0.00034,0.00015,-0.00011,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
19.069,-0.02562,0.00076,0.05359,-0.00034,0.00015,-0.00011,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
19.073,-0.02563,0.00076,0.05359,-0.00042,-0.00010,0.00002,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
19.077,-0.02563,0.00076,0.05359,-0.00042,-0.00010,0.00002,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
19.081,-0.02563,0.00076,0.05359,-0.00042,-0.00010,0.00002,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
19.085,-0.02563,0.00076,0.05359,-0.00042,-0.00010,0.00002,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
19.089,-0.02563,0.00076,0.05358,-0.00027,-0.00015,-0.00040,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
19.093,-0.02563,0.00076,0.05358,-0.00027,-0.00015,-0.00040,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
